sample	chr	startpos	endpos	nMajor	nMinor
TCGA-EA-A556	19	90910	1271274	2	2
TCGA-EA-A556	19	1271529	11107158	2	0
TCGA-EA-A556	19	11109528	17138985	2	2
TCGA-EA-A556	19	17141307	29305874	2	0
TCGA-EA-A556	19	29309499	30530530	3	3
TCGA-EA-A556	19	30530935	31673681	2	2
TCGA-EA-A556	19	31677023	32314832	4	2
TCGA-EA-A556	19	32316660	34480233	2	2
TCGA-EA-A556	19	34480911	35840042	2	0
TCGA-EA-A556	19	35846150	36023732	4	0
TCGA-EA-A556	19	36023788	45326768	2	0
TCGA-EA-A556	19	45327459	47626000	2	2
TCGA-EA-A556	19	47630402	48831888	2	0
TCGA-EA-A556	19	48836208	57828896	4	0
TCGA-EA-A556	19	57829823	59097854	3	0
TCGA-EA-A556	20	61305	37928499	2	2
TCGA-EA-A556	20	37928899	45248010	3	2
TCGA-EA-A556	20	45248090	62956153	2	2
TCGA-EA-A556	21	10736871	48096957	2	1
TCGA-EA-A556	22	16052528	40001680	2	2
TCGA-EA-A556	22	40002004	51234455	2	0
TCGA-EA-A556	X	168477	95778746	2	2
TCGA-EA-A556	X	95781102	155233846	3	2
